"","Job.Title","Job.Type","Salary.Estimate","Salary.Mean","Rating","Company.Name","Location","Headquarters","Size","Founded","Type.of.ownership","Industry","Sector","Revenue","Competitors"
"372","Analytics Manager - Data Mart","Other","112-116 ",114,3.5,"Central California Alliance for Health","Scotts Valley, CA","Scotts Valley, CA","501 to 1000","1996","Nonprofit Organization","Health Care Services & Hospitals","Health Care","500 million to 1 billion","Unknown"
"373","Data Modeler (Analytical Systems)","Other","112-116 ",114,3.7,"MassMutual","Boston, MA","Springfield, MA","5001 to 10000","1851","Company - Private","Insurance Carriers","Insurance","10+ billion","Unknown"
"374","Applied AI Scientist / Engineer","Other","112-116 ",114,5,"New Iron Group, Inc.","Boston, MA","Austin, TX","1 to 50","2003","Contract","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable","Unknown"
"375","Data Engineer (Analytics, SQL, Python, AWS)","Data Engineer","112-116 ",114,4,"Travelers","Hartford, CT","Hartford, CT","10000+","1853","Company - Public","Insurance Carriers","Insurance","10+ billion","Unknown"
"376","Senior Data Analyst - Finance & Platform Analytics","Data Analyst","112-116 ",114,3.6,"Twitch","San Francisco, CA","San Francisco, CA","1001 to 5000","2011","Subsidiary or Business Segment","Internet","Information Technology","Unknown / Non-Applicable","Unknown"
"377","Senior Data Scientist","Data Scientist","110-163 ",136.5,4.8,"Klaviyo","Boston, MA","Boston, MA","201 to 500","2012","Company - Private","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable","Unknown"
"378","Market Research Data Scientist","Data Scientist","110-163 ",136.5,3.8,"GutCheck","Denver, CO","Denver, CO","51 to 200","2009","Company - Private","Advertising & Marketing","Business Services","10 to 25 million","Nielsen, Zappi, SurveyMonkey"
"379","IT Partner Digital Health Technology and Data Science","Other","110-163 ",136.5,3.6,"Biogen","Cambridge, MA","Cambridge, MA","5001 to 10000","1978","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","10+ billion","Unknown"
"380","Senior Machine Learning Scientist - Bay Area, CA","Machine Learning Engineer","110-163 ",136.5,3.3,"Tempus Labs","Redwood City, CA","Chicago, IL","501 to 1000","2015","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","Unknown"
"381","Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG","Data Scientist","110-163 ",136.5,4.1,"Mentor Graphics","Fremont, CA","Wilsonville, OR","5001 to 10000","1981","Company - Public","Computer Hardware & Software","Information Technology","1 to 2 billion","Cadence Design Systems, Synopsys, Altium Limited"
"382","Senior Clinical Data Scientist Programmer","Data Scientist","110-163 ",136.5,3.6,"WCG (WIRB-Copernicus Group)","Hamilton, NJ","Princeton, NJ","1001 to 5000","Unknown","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","100 to 500 million","Unknown"
"383","Data Engineer","Data Engineer","110-163 ",136.5,4.5,"Kingfisher Systems","Falls Church, VA","Falls Church, VA","51 to 200","2005","Company - Private","Federal Agencies","Government","25 to 50 million","Unknown"
"384","Computer Vision / Deep Learning Scientist","Other","110-163 ",136.5,3.3,"Tempus Labs","Chicago, IL","Chicago, IL","501 to 1000","2015","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","Unknown"
"385","Data Solutions Engineer - Data Modeler","Other","110-163 ",136.5,3.4,"Liberty Mutual Insurance","Indianapolis, IN","Boston, MA","10000+","1912","Company - Private","Insurance Carriers","Insurance","10+ billion","Travelers, Allstate, State Farm"
"386","Data Scientist","Data Scientist","110-163 ",136.5,4.3,"Visionary Integration Professionals","Washington, DC","Folsom, CA","501 to 1000","1996","Company - Private","IT Services","Information Technology","100 to 500 million","CGI (Nevada), Accenture, Deloitte"
"387","Data Scientist (TS/SCI w/ Poly)","Data Scientist","110-163 ",136.5,3.5,"Maxar Technologies","Herndon, VA","Westminster, CO","5001 to 10000","Unknown","Company - Public","Aerospace & Defense","Aerospace & Defense","2 to 5 billion","Unknown"
"388","Weapons and Sensors Engineer/Scientist","Other","110-163 ",136.5,4,"Dynetics","Huntsville, AL","Huntsville, AL","1001 to 5000","1974","Company - Private","Aerospace & Defense","Aerospace & Defense","100 to 500 million","Unknown"
"389","Applied Computer Scientist","Other","110-163 ",136.5,4.5,"Systems & Technology Research","Woburn, MA","Woburn, MA","201 to 500","2010","Company - Private","Aerospace & Defense","Aerospace & Defense","100 to 500 million","Unknown"
"390","Senior Data Analyst","Data Analyst","110-163 ",136.5,4.5,"Novetta","Herndon, VA","Mc Lean, VA","501 to 1000","2012","Company - Private","Enterprise Software & Network Solutions","Information Technology","100 to 500 million","Leidos, CACI International, Booz Allen Hamilton"
"391","Cloud Data Engineer (Azure)","Data Engineer","110-163 ",136.5,3.9,"Navy Federal Credit Union","Merrifield, VA","Vienna, VA","10000+","1933","Other Organization","Banks & Credit Unions","Finance","Unknown / Non-Applicable","Unknown"
"392","Lead Certified Clinical Laboratory Scientist - Saturday - Tuesday, 8:00pm - 6:30am shift","Other","110-163 ",136.5,4,"Exact Sciences Corporation","Madison, WI","Madison, WI","1001 to 5000","1995","Company - Public","Health Care Services & Hospitals","Health Care","100 to 500 million","Unknown"
"393","Sr. Data Analyst","Data Analyst","110-163 ",136.5,3.6,"Community Behavioral Health","Philadelphia, PA","Phila, PA","201 to 500","1994","Company - Private","Health Care Services & Hospitals","Health Care","500 million to 1 billion","Unknown"
"394","Senior Scientist - Toxicologist - Product Integrity (Stewardship)","Other","110-163 ",136.5,3.3,"Reynolds American","Winston-Salem, NC","Winston-Salem, NC","5001 to 10000","1875","Company - Private","Consumer Products Manufacturing","Manufacturing","10+ billion","Unknown"
"395","Senior Machine Learning Engineer","Machine Learning Engineer","110-163 ",136.5,5,"LifeOmic","Raleigh, NC","Indianapolis, IN","51 to 200","2016","Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable","Unknown"
"396","Product Data Scientist - Ads Data Science","Data Scientist","124-198 ",161,4.1,"Twitter","San Francisco, CA","San Francisco, CA","1001 to 5000","2006","Company - Public","Internet","Information Technology","2 to 5 billion","Facebook, Google, Pinterest"
"397","Data Scientist","Data Scientist","124-198 ",161,3.2,"Postmates - Corporate HQ","San Francisco, CA","San Francisco, CA","1001 to 5000","2011","Company - Private","Express Delivery Services","Transportation & Logistics","Unknown / Non-Applicable","DoorDash, Uber, Grubhub"
"398","Data Scientist","Data Scientist","124-198 ",161,4.9,"Visionist, Inc.","Columbia, MD","Columbia, MD","51 to 200","2010","Company - Private","Enterprise Software & Network Solutions","Information Technology","10 to 25 million","Unknown"
"399","Data Scientist","Data Scientist","124-198 ",161,4.3,"Navio","San Mateo, CA","Half Moon Bay, CA","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown / Non-Applicable","Unknown"
"400","Data Scientist","Data Scientist","124-198 ",161,3.3,"Concerto HealthAI","Boston, MA","Boston, MA","201 to 500","2018","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","Unknown"
"401","Data Scientist","Data Scientist","124-198 ",161,4.9,"Evolvinc","Burbank, CA","Los Angeles, CA","1 to 50","2005","Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","Unknown"
"402","Data Scientist","Data Scientist","124-198 ",161,5,"PROPRIUS","Sunnyvale, CA","London, United Kingdom","1 to 50","Unknown","Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable","Unknown"
"403","Data Scientist","Data Scientist","124-198 ",161,3.4,"TECHNOCRAFT Solutions","San Ramon, CA","Hilliard, OH","1 to 50","Unknown","Company - Private","Advertising & Marketing","Business Services","1 to 5 million","Unknown"
"404","Data Scientist","Data Scientist","124-198 ",161,4.1,"Latitude, Inc.","Washington, DC","Hanover, MD","1 to 50","Unknown","Company - Private","Consulting","Business Services","1 to 5 million","Unknown"
"405","Data Scientist","Data Scientist","124-198 ",161,5,"Royce Geospatial","Springfield, VA","Arlington, VA","51 to 200","2014","Company - Private","Aerospace & Defense","Aerospace & Defense","10 to 25 million","Unknown"
"406","Data Scientist","Data Scientist","124-198 ",161,4.2,"CyberCoders","Phoenix, AZ","Irvine, CA","201 to 500","1999","Subsidiary or Business Segment","Staffing & Outsourcing","Business Services","100 to 500 million","Unknown"
"407","Data Scientist","Data Scientist","124-198 ",161,3.7,"Booz Allen Hamilton Inc.","Oxnard, CA","Mc Lean, VA","10000+","1914","Company - Public","Consulting","Business Services","5 to 10 billion","Accenture, Deloitte, PwC"
"408","Data Scientist","Data Scientist","124-198 ",161,3.8,"Burns & McDonnell","Kansas City, MO","Kansas City, MO","5001 to 10000","1898","Company - Private","Architectural & Engineering Services","Business Services","1 to 2 billion","Bechtel Jacobs, Black & Veatch, HNTB"
"409","Data Scientist","Data Scientist","124-198 ",161,4.8,"InvenTech Info","Jersey City, NJ","Bengaluru, India","201 to 500","2010","Company - Private","IT Services","Information Technology","1 to 5 million","Unknown"
"410","Data Scientist","Data Scientist","124-198 ",161,3.5,"Robert Half","Manchester, NH","Menlo Park, CA","10000+","1948","Company - Public","Staffing & Outsourcing","Business Services","2 to 5 billion","Adecco, Manpower"
"411","Analytics - Business Assurance Data Analyst","Data Analyst","124-198 ",161,4.6,"GreatAmerica Financial Services","Cedar Rapids, IA","Cedar Rapids, IA","501 to 1000","1992","Company - Private","Lending","Finance","100 to 500 million","Unknown"
"412","Data Scientist","Data Scientist","124-198 ",161,4.5,"Conflux Systems Inc.","Winters, TX","Alpharetta, GA","1 to 50","Unknown","Company - Private","Accounting","Accounting & Legal","Less than 1 million","Unknown"
"413","Data Scientist","Data Scientist","124-198 ",161,3.9,"Criteo","Ann Arbor, MI","Paris, France","1001 to 5000","2005","Company - Public","Internet","Information Technology","2 to 5 billion","MediaMath, Conversant, AppNexus"
"414","Data Scientist","Data Scientist","124-198 ",161,3.4,"Voice","Brooklyn, NY","Unknown","Unknown","Unknown","Company - Private","Unknown","Unknown","Unknown / Non-Applicable","Unknown"
"415","Data Scientist","Data Scientist","124-198 ",161,4,"Microagility","New York, NY","Princeton, NJ","1 to 50","Unknown","Company - Private","Consulting","Business Services","1 to 5 million","Unknown"
"416","Data Scientist","Data Scientist","124-198 ",161,4.1,"Coverent","McLean, VA","McLean, VA","51 to 200","2008","Company - Private","Consulting","Business Services","10 to 25 million","Unknown"
"417","Data Scientist","Data Scientist","79-133 ",106,3.7,"Via Transportation","New York, NY","New York, NY","501 to 1000","2012","Company - Private","Internet","Information Technology","Unknown / Non-Applicable","Unknown"
"418","Senior Data Scientist","Data Scientist","79-133 ",106,3.5,"Benson Hill","Saint Louis, MO","Saint Louis, MO","201 to 500","2012","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","1 to 5 million","Unknown"
"419","Data Scientist","Data Scientist","79-133 ",106,4.6,"Conch Technologies, Inc","Concord, CA","Memphis, TN","51 to 200","Unknown","Company - Private","Consulting","Business Services","5 to 10 million","Unknown"
"420","Data Scientist","Data Scientist","79-133 ",106,4.3,"Falcon IT & Staffing Solutions","Fort Belvoir, VA","Washington, DC","Unknown","Unknown","Company - Public","Unknown","Unknown","Unknown / Non-Applicable","Unknown"
"421","Data Scientist","Data Scientist","79-133 ",106,4.3,"Rainmaker Resources, LLC","Cincinnati, OH","Cincinnati, OH","1 to 50","Unknown","Company - Private","Unknown","Unknown","Unknown / Non-Applicable","Unknown"
"422","Data Engineer","Data Engineer","79-133 ",106,4.4,"Rocket Lawyer","San Francisco, CA","San Francisco, CA","51 to 200","2008","Company - Private","Computer Hardware & Software","Information Technology","50 to 100 million","Unknown"
"423","Data Scientist","Data Scientist","79-133 ",106,3.6,"DataLab USA","Germantown, MD","Germantown, MD","51 to 200","Unknown","Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","Acxiom, Merkle, Epsilon (North Carolina)"
"424","Data Scientist","Data Scientist","79-133 ",106,3.1,"Werner Enterprises Inc","Omaha, NE","Omaha, NE","10000+","1956","Company - Public","Logistics & Supply Chain","Transportation & Logistics","2 to 5 billion","Unknown"
"425","Data Scientist","Data Scientist","79-133 ",106,5,"PeopleCom","McLean, VA","Reston, VA","1 to 50","Unknown","Company - Private","Unknown","Unknown","1 to 5 million","Unknown"
"426","Data Scientist - Machine Learning","Data Scientist","79-133 ",106,5,"VANTA Partners","Open Fork, VA","Clifton Park, NY","1 to 50","2018","Company - Private","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable","Unknown"
"427","Data Scientist","Data Scientist","79-133 ",106,3.5,"B4Corp","Reston, VA","Leesburg, VA","51 to 200","Unknown","Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","Unknown"
"428","Data Scientist","Data Scientist","79-133 ",106,4.3,"Blue Icy Water, LLC","United States","Livonia, MI","1 to 50","Unknown","Company - Private","Unknown","Unknown","Unknown / Non-Applicable","Unknown"
"429","Data Scientist","Data Scientist","79-133 ",106,3.5,"Farmer's Business Network, Inc.","San Carlos, CA","San Carlos, CA","201 to 500","2014","Company - Private","Farm Support Services","Agriculture & Forestry","Unknown / Non-Applicable","Unknown"
"430","Data Scientist","Data Scientist","79-133 ",106,3.5,"Sonde Health","Boston, MA","Boston, MA","1 to 50","Unknown","Private Practice / Firm","Health Care Services & Hospitals","Health Care","Less than 1 million","Unknown"
"431","Data Scientist","Data Scientist","79-133 ",106,5,"Maxiom","Ashburn, VA","Ashburn, VA","1 to 50","Unknown","Company - Public","Unknown","Unknown","Unknown / Non-Applicable","Unknown"
"432","Data Scientist","Data Scientist","79-133 ",106,2.7,"Change Healthcare","Lombard, IL","Nashville, TN","10000+","2007","Company - Public","IT Services","Information Technology","Unknown / Non-Applicable","Unknown"
"433","Data Scientist","Data Scientist","79-133 ",106,4.1,"DCS Corp","Hampton, VA","Alexandria, VA","1001 to 5000","1977","Company - Private","Research & Development","Business Services","100 to 500 million","Unknown"
"434","Data Scientist","Data Scientist","79-133 ",106,2.1,"Hive (CA)","San Francisco, CA","Los Angeles, CA","Unknown","2019","Company - Private","Telecommunications Services","Telecommunications","Unknown / Non-Applicable","Unknown"
"435","Machine Learning Engineer/Scientist","Machine Learning Engineer","79-133 ",106,4.8,"Jane Street","New York, NY","New York, NY","501 to 1000","2000","Company - Private","Investment Banking & Asset Management","Finance","Unknown / Non-Applicable","Unknown"
"436","Data Scientist - Intermediate","Data Scientist","69-116 ",92.5,4.5,"Envision LLC","Saint Louis, MO","Saint Louis, MO","201 to 500","1994","Company - Private","Staffing & Outsourcing","Business Services","25 to 50 million","Unknown"
"437","Principal Data Scientist","Data Scientist","69-116 ",92.5,4,"Autodesk","San Francisco, CA","San Rafael, CA","5001 to 10000","1982","Company - Public","Computer Hardware & Software","Information Technology","2 to 5 billion","Unknown"
"438","Data Scientist","Data Scientist","69-116 ",92.5,3.3,"Hackensack Meridian Health","Edison, NJ","Edison, NJ","10000+","Unknown","Nonprofit Organization","Health Care Services & Hospitals","Health Care","5 to 10 billion","Unknown"
"439","Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab","Data Scientist","69-116 ",92.5,3.9,"Novartis","Cambridge, MA","Basel, Switzerland","10000+","1996","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","10+ billion","Unknown"
"440","Data Scientist","Data Scientist","69-116 ",92.5,3.2,"Net2Source Inc.","Alpharetta, GA","Somerset, NJ","1001 to 5000","2007","Company - Private","Staffing & Outsourcing","Business Services","100 to 500 million","Unknown"
"441","Data Scientist","Data Scientist","69-116 ",92.5,3.2,"The Trade Desk","Boulder, CO","Ventura, CA","1001 to 5000","2009","Company - Public","Internet","Information Technology","Unknown / Non-Applicable","Unknown"
"442","Data Scientist- Industrial Discrete Sector Industry","Data Scientist","69-116 ",92.5,3.7,"IBM","Atlanta, GA","Armonk, NY","10000+","1911","Company - Public","IT Services","Information Technology","10+ billion","Amazon, Accenture, Microsoft"
"443","Data Scientist","Data Scientist","69-116 ",92.5,4.4,"Knowesis Inc.","Falls Church, VA","Fairfax, VA","51 to 200","2007","Company - Private","Consulting","Business Services","25 to 50 million","Booz Allen Hamilton, Deloitte, ERPi"
"444","Data Scientist","Data Scientist","69-116 ",92.5,3.1,"MoTek Technologies","Mountain View, CA","San Jose, CA","1 to 50","2009","Company - Private","IT Services","Information Technology","1 to 5 million","Unknown"
"445","Data Scientist","Data Scientist","69-116 ",92.5,3.3,"The Davey Tree Expert Company","Kent, OH","Kent, OH","10000+","1880","Self-employed","Timber Operations","Agriculture & Forestry","1 to 2 billion","ACRT Services, Bartlett Tree Experts"
"446","Data Scientist","Data Scientist","69-116 ",92.5,3.5,"HPOne","Trumbull, CT","Trumbull, CT","501 to 1000","2006","Company - Private","Insurance Carriers","Insurance","50 to 100 million","Unknown"
"447","Data Scientist","Data Scientist","69-116 ",92.5,4.3,"Stride Search","San Francisco, CA","Westlake Village, CA","1 to 50","Unknown","Company - Private","Unknown","Unknown","Less than 1 million","Unknown"
"448","Machine Learning Engineer","Machine Learning Engineer","69-116 ",92.5,2.6,"Software Engineering Institute","Pittsburgh, PA","Pittsburgh, PA","501 to 1000","1984","College / University","Colleges & Universities","Education","Unknown / Non-Applicable","Unknown"
"449","Data Scientist","Data Scientist","69-116 ",92.5,2.7,"TBWA\Chiat\Day","New York, NY","New York, NY","1001 to 5000","1968","Company - Public","Advertising & Marketing","Business Services","100 to 500 million","Unknown"
"450","Data Scientist","Data Scientist","69-116 ",92.5,3.5,"ThreeBridge Solutions","Alpharetta, GA","Minneapolis, MN","501 to 1000","2009","Company - Private","Consulting","Business Services","Unknown / Non-Applicable","Unknown"
"451","Data Scientist","Data Scientist","69-116 ",92.5,3.2,"Numeric, LLC","Philadelphia, PA","Chadds Ford, PA","1 to 50","Unknown","Company - Private","Staffing & Outsourcing","Business Services","5 to 10 million","Unknown"
"452","Data Analyst - Unilever Prestige","Data Analyst","69-116 ",92.5,3.8,"Dermalogica","Carson, CA","Carson, CA","201 to 500","1986","Subsidiary or Business Segment","Consumer Products Manufacturing","Manufacturing","100 to 500 million","IMAGE Skincare, Aveda, Kiehl's"
"453","Data Scientist","Data Scientist","69-116 ",92.5,4.2,"Centraprise","Foster City, CA","Edison, NJ","51 to 200","Unknown","Company - Private","IT Services","Information Technology","Less than 1 million","Unknown"
"454","Data Scientist","Data Scientist","69-116 ",92.5,4.8,"TechProjects","New York, NY","North Brunswick, NJ","1 to 50","2011","Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","Unknown"
"455","Data Scientist","Data Scientist","69-116 ",92.5,4.2,"DW Simpson","Frederick, MD","Chicago, IL","51 to 200","1989","Company - Private","Staffing & Outsourcing","Business Services","10 to 25 million","Unknown"
"456","Data & Machine Learning Scientist","Machine Learning Engineer","31-56 ",43.5,3.3,"Tempus Labs","Chicago, IL","Chicago, IL","501 to 1000","2015","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","Unknown"
"457","Data Scientist","Data Scientist","31-56 ",43.5,4,"Grid Dynamics","Santa Clara, CA","San Ramon, CA","1001 to 5000","2006","Company - Private","Enterprise Software & Network Solutions","Information Technology","50 to 100 million","Luxoft, EPAM, Capgemini Invent"
"458","VP, Data Science","Other","31-56 ",43.5,3.9,"7Park Data","New York, NY","New York, NY","51 to 200","2012","Company - Private","Research & Development","Business Services","Unknown / Non-Applicable","Unknown"
"459","Senior Business Intelligence Analyst","Business Intelligence Analyst","31-56 ",43.5,3.7,"Protolabs","Maple Plain, MN","Maple Plain, MN","1001 to 5000","1999","Company - Public","Miscellaneous Manufacturing","Manufacturing","100 to 500 million","Unknown"
"460","Data Scientist","Data Scientist","31-56 ",43.5,3.9,"LinQuest","Colorado Springs, CO","Los Angeles, CA","501 to 1000","2004","Company - Private","Aerospace & Defense","Aerospace & Defense","50 to 100 million","Unknown"
"461","Data Engineer - Kafka","Data Engineer","31-56 ",43.5,3.5,"Western Digital","San Jose, CA","San Jose, CA","10000+","1970","Company - Public","Computer Hardware & Software","Information Technology","10+ billion","Seagate Technology, Toshiba"
"462","Data Scientist","Data Scientist","31-56 ",43.5,4,"Trexquant Investment","United States","Stamford, CT","1 to 50","2012","Company - Private","Investment Banking & Asset Management","Finance","Unknown / Non-Applicable","Unknown"
"463","Data Scientist","Data Scientist","31-56 ",43.5,3,"Ameritas Life Insurance Corp","Cincinnati, OH","Lincoln, NE","1001 to 5000","1887","Company - Private","Insurance Agencies & Brokerages","Insurance","2 to 5 billion","Unknown"
"464","Data Scientist","Data Scientist","31-56 ",43.5,3.7,"Fleetcor","Atlanta, GA","Atlanta, GA","5001 to 10000","2000","Company - Public","Financial Transaction Processing","Finance","2 to 5 billion","Unknown"
"465","Data Scientist","Data Scientist","31-56 ",43.5,4.5,"Radiant Digital","Washington, DC","New York, NY","1 to 50","Unknown","Company - Private","Unknown","Unknown","Less than 1 million","Unknown"
"466","Data Scientist","Data Scientist","31-56 ",43.5,2.8,"Child Care Aware of America","Arlington, VA","Arlington, VA","51 to 200","1987","Nonprofit Organization","Social Assistance","Non-Profit","25 to 50 million","Unknown"
"467","Data Scientist","Data Scientist","31-56 ",43.5,4.1,"IntelliPro Group Inc.","Santa Clara, CA","Santa Clara, CA","201 to 500","Unknown","Company - Private","Unknown","Unknown","10 to 25 million","Unknown"
"468","In-Line Inspection Data Analyst","Data Analyst","31-56 ",43.5,2.9,"Quest Integrity","Tulsa, OK","Kent, WA","201 to 500","1996","Company - Public","Oil & Gas Services","Oil, Gas, Energy & Utilities","50 to 100 million","Unknown"
"469","Data Scientist","Data Scientist","31-56 ",43.5,4.7,"Praxis Engineering","Chantilly, VA","Annapolis Junction, MD","201 to 500","2002","Subsidiary or Business Segment","Computer Hardware & Software","Information Technology","100 to 500 million","Raytheon Technologies, Northrop Grumman, Booz Allen Hamilton"
"470","Data Scientist","Data Scientist","31-56 ",43.5,3.4,"USI","Southfield, MI","Saint Paul, MN","1001 to 5000","1998","Company - Private","Construction","Construction, Repair & Maintenance","100 to 500 million","Unknown"
"471","Data Scientist","Data Scientist","31-56 ",43.5,3.9,"Apex Systems","San Francisco, CA","Glen Allen, VA","1001 to 5000","1995","Subsidiary or Business Segment","Staffing & Outsourcing","Business Services","2 to 5 billion","TEKsystems, Insight Global, Accenture"
"472","Data Scientist","Data Scientist","31-56 ",43.5,2.9,"Pragmatics, Inc.","United States","Reston, VA","201 to 500","1985","Company - Private","IT Services","Information Technology","100 to 500 million","Unknown"
"473","Decision Scientist","Other","31-56 ",43.5,4.5,"Johns Hopkins University Applied Physics Laboratory","Laurel, MD","Laurel, MD","5001 to 10000","1942","Nonprofit Organization","Aerospace & Defense","Aerospace & Defense","1 to 2 billion","MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman"
"474","Data Scientist","Data Scientist","31-56 ",43.5,4.9,"Cambridge Mobile Telematics","Cambridge, MA","Cambridge, MA","1 to 50","2010","Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable","Unknown"
"475","Data Scientist - TS/SCI FSP or CI Required","Data Scientist","31-56 ",43.5,5,"Phoenix Operations Group","Annapolis Junction, MD","Woodbine, MD","1 to 50","2011","Company - Private","IT Services","Information Technology","1 to 5 million","Unknown"
"476","Data Scientist, Applied Machine Learning - Bay Area","Data Scientist","95-119 ",107,3.3,"Tempus Labs","Redwood City, CA","Chicago, IL","501 to 1000","2015","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","Unknown"
"477","Data Scientist","Data Scientist","95-119 ",107,3.5,"The Knot Worldwide","Washington, DC","Chevy Chase, MD","1001 to 5000","2019","Company - Private","Internet","Information Technology","Unknown / Non-Applicable","Zola Registry"
"478","Data Scientist","Data Scientist","95-119 ",107,3.5,"Crossover Health","San Clemente, CA","Aliso Viejo, CA","1 to 50","2010","Company - Private","Health Care Services & Hospitals","Health Care","1 to 5 million","Unknown"
"479","Data Scientist","Data Scientist","95-119 ",107,4,"Lorven Technologies Inc","New York, NY","Plainsboro, NJ","1 to 50","Unknown","Company - Private","Accounting","Accounting & Legal","Less than 1 million","Unknown"
"480","Data Analyst","Data Analyst","95-119 ",107,3.9,"Nolij Consulting","Falls Church, VA","Vienna, VA","51 to 200","2012","Company - Public","Consulting","Business Services","1 to 5 million","Unknown"
"481","Data Scientist","Data Scientist","95-119 ",107,3.4,"Dice.com","Newton, MA","Denver, CO","201 to 500","1990","Subsidiary or Business Segment","Staffing & Outsourcing","Business Services","100 to 500 million","Monster Worldwide, CareerBuilder, Craigslist"
"482","Data Scientist","Data Scientist","95-119 ",107,3.5,"Gap Inc.","San Francisco, CA","San Francisco, CA","10000+","1969","Company - Public","Department, Clothing, & Shoe Stores","Retail","10+ billion","H&M, Inditex, Fast Retailing"
"483","Data Scientist","Data Scientist","95-119 ",107,4.7,"Tygart Technology, Inc","Washington, DC","Fairmont, WV","1 to 50","Unknown","Company - Private","Unknown","Unknown","1 to 5 million","Unknown"
"484","Data Scientist","Data Scientist","95-119 ",107,4.6,"Murray Resources","The Woodlands, TX","Houston, TX","1 to 50","1988","Company - Private","Staffing & Outsourcing","Business Services","10 to 25 million","Unknown"
"485","Data Scientist","Data Scientist","95-119 ",107,4,"New York Technology Partners","Seattle, WA","Jersey City, NJ","51 to 200","1999","Company - Private","Computer Hardware & Software","Information Technology","10 to 25 million","Unknown"
"486","Data Scientist","Data Scientist","95-119 ",107,4,"Two95 International Inc.","Chicago, IL","Cherry Hill, NJ","1 to 50","Unknown","Company - Private","Staffing & Outsourcing","Business Services","1 to 5 million","Unknown"
"487","Data Scientist","Data Scientist","95-119 ",107,4,"Sophinea","Chantilly, VA","Unknown","1 to 50","Unknown","Unknown","Unknown","Unknown","Unknown / Non-Applicable","Unknown"
"488","Data Scientist","Data Scientist","95-119 ",107,4.7,"CRS Group","Chicago, IL","Itasca, IL","51 to 200","1994","Company - Private","Staffing & Outsourcing","Business Services","10 to 25 million","Unknown"
"489","Data Scientist","Data Scientist","95-119 ",107,3.5,"Blackstone Talent Group","San Francisco, CA","San Francisco, CA","51 to 200","1998","Company - Private","Consulting","Business Services","25 to 50 million","Unknown"
"490","Data Scientist - TS/SCI Required","Data Scientist","95-119 ",107,5,"Phoenix Operations Group","Baltimore, MD","Woodbine, MD","1 to 50","2011","Company - Private","IT Services","Information Technology","1 to 5 million","Unknown"
"491","Senior Principal Data Scientist (Python/R)","Data Scientist","212-331 ",271.5,4.1,"Roche","Pleasanton, CA","Basel, Switzerland","10000+","1896","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","10+ billion","Novartis, AstraZeneca, Siemens Healthineers"
"492","Real World Science, Data Scientist","Data Scientist","212-331 ",271.5,4,"AstraZeneca","Wilmington, DE","Cambridge, United Kingdom","10000+","1913","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","10+ billion","Roche, GlaxoSmithKline, Novartis"
"493","Data Scientist","Data Scientist","212-331 ",271.5,3.6,"Creative Circle","United States","Los Angeles, CA","201 to 500","2002","Company - Public","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable","Aquent, 24 Seven Talent"
"494","Data Scientist(s)/Machine Learning Engineer","Data Scientist","212-331 ",271.5,5,"Blue Horizon Tek Solutions","New York, NY","Coconut Creek, FL","1 to 50","1987","Company - Private","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable","Unknown"
"495","Senior Data Scientist","Data Scientist","212-331 ",271.5,3.5,"Maxar Technologies","Herndon, VA","Westminster, CO","5001 to 10000","Unknown","Company - Public","Aerospace & Defense","Aerospace & Defense","2 to 5 billion","Unknown"
"496","Data Scientist","Data Scientist","212-331 ",271.5,4.7,"Sharpedge Solutions Inc","Seattle, WA","Lombard, IL","Unknown","Unknown","Company - Private","Publishing","Media","Less than 1 million","Unknown"
